City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Manokwari,ID,2022-10-15 17:02:07,-0.8667,134.0833,78.82,79,93,3.65
296,Oranjemund,NA,2022-10-15 17:02:07,-28.55,16.4333,64.9,66,100,18.5
297,Santa Cruz,BO,2022-10-15 17:00:05,-17.8,-63.1667,88.16,35,91,6.55
298,Vestmannaeyjar,IS,2022-10-15 17:02:07,63.4427,-20.2734,43.79,65,0,19.57
299,Troitsko-Pechorsk,RU,2022-10-15 17:02:08,62.7084,56.1964,36.81,82,95,4.29
300,Puri,IN,2022-10-15 17:02:08,19.8,85.85,79.32,78,9,3.78
301,Fomboni,KM,2022-10-15 17:02:09,-12.28,43.7425,77.95,67,23,7.85
302,Salalah,OM,2022-10-15 17:02:09,17.0151,54.0924,77.7,64,97,1.72
303,Bushehr,IR,2022-10-15 17:02:09,28.9684,50.8385,85.12,56,0,0.69
304,Bengkulu,ID,2022-10-15 17:02:10,-3.8004,102.2655,75.61,90,100,3.4
305,Dalton,US,2022-10-15 17:00:01,34.7698,-84.9702,78.12,46,0,5.01
306,Dharchula,IN,2022-10-15 17:02:10,29.85,80.5333,60.39,66,1,5.93
307,Manaure,CO,2022-10-15 17:02:11,11.7751,-72.4445,88.86,57,72,16.82
308,Buluang,PH,2022-10-15 17:02:11,13.3068,123.3425,78.71,92,100,6.4
309,Linxi,CN,2022-10-15 17:02:11,39.7,118.4333,61.79,44,100,14.32
310,Aguimes,ES,2022-10-15 17:02:12,27.9054,-15.4461,74.66,69,20,17.27
311,Beecher,US,2022-10-15 17:02:12,43.09,-83.6944,48.31,62,100,19.57
312,Morada Nova,BR,2022-10-15 17:02:07,-5.1067,-38.3725,100.13,21,3,9.06
313,Marinette,US,2022-10-15 17:02:12,45.1,-87.6307,41.49,81,100,10.36
314,Baoqing,CN,2022-10-15 17:02:13,46.3317,132.2111,51.8,57,64,4.47
315,Alghero,IT,2022-10-15 17:01:35,40.5589,8.3181,73.49,73,0,5.75
316,Karratha,AU,2022-10-15 17:02:13,-20.7377,116.8463,73.13,49,21,9.86
317,Pangody,RU,2022-10-15 17:02:14,65.85,74.4859,34.05,88,84,7.83
318,Cap Malheureux,MU,2022-10-15 17:01:11,-19.9842,57.6142,69.48,69,15,3.0
319,Grindavik,IS,2022-10-15 17:02:14,63.8424,-22.4338,41.47,75,75,24.16
320,Choa Saidan Shah,PK,2022-10-15 17:02:14,32.7201,72.9849,73.99,25,0,1.61
321,Kurchum,KZ,2022-10-15 17:02:15,48.5722,83.6542,52.21,30,90,4.9
322,Umm Kaddadah,SD,2022-10-15 17:02:15,13.6017,26.6876,91.42,18,20,9.24
323,Port Hardy,CA,2022-10-15 17:00:53,50.6996,-127.4199,55.44,87,100,3.33
324,Tasiilaq,GL,2022-10-15 17:03:16,65.6145,-37.6368,35.76,66,0,3.2
325,Kibre Mengist,ET,2022-10-15 17:03:16,5.8833,38.9833,58.01,95,38,1.1
326,Flinders,AU,2022-10-15 17:03:16,-34.5833,150.8552,56.37,75,72,1.99
327,Brainerd,US,2022-10-15 17:03:16,46.358,-94.2008,44.62,65,100,12.66
328,Boa Vista,BR,2022-10-15 17:01:33,2.8197,-60.6733,92.44,46,61,5.68
329,Messina,IT,2022-10-15 16:58:58,38.1933,15.5497,72.84,72,0,10.36
330,Hamilton,US,2022-10-15 17:01:47,39.1834,-84.5333,60.08,39,0,5.01
331,Cabedelo,BR,2022-10-15 17:03:17,-6.9811,-34.8339,83.07,66,66,18.43
332,Belaya Gora,RU,2022-10-15 17:03:17,68.5333,146.4167,6.93,89,29,6.6
333,Mountain Home,US,2022-10-15 17:01:19,43.133,-115.6912,65.55,20,11,7.96
334,Opuwo,NA,2022-10-15 17:03:18,-18.0607,13.84,79.5,31,82,9.01
335,Taksimo,RU,2022-10-15 17:03:18,56.3444,114.8794,24.24,83,30,5.17
336,Siocon,PH,2022-10-15 17:03:18,7.7061,122.1353,80.64,84,86,5.59
337,Cockburn Town,TC,2022-10-15 17:03:19,21.4612,-71.1419,84.16,65,40,11.5
338,Ripky,UA,2022-10-15 17:03:19,51.801,31.0838,47.1,73,39,7.02
339,San Policarpo,PH,2022-10-15 17:03:19,12.1791,125.5072,79.63,87,16,7.4
340,Porto Murtinho,BR,2022-10-15 17:03:20,-21.6989,-57.8825,81.81,67,95,4.45
341,Sangar,RU,2022-10-15 17:03:20,63.9242,127.4739,16.07,98,80,4.59
342,Bologoye,RU,2022-10-15 17:03:20,57.8799,34.1068,44.13,85,86,6.89
343,Progreso,MX,2022-10-15 17:03:21,21.2833,-89.6667,90.1,63,5,7.92
344,Gohpur,IN,2022-10-15 17:00:19,26.8833,93.6333,72.14,91,0,2.08
345,Qaqortoq,GL,2022-10-15 17:03:21,60.7167,-46.0333,40.98,71,5,7.74
346,Xichang,CN,2022-10-15 17:03:22,27.8964,102.2634,55.33,82,100,3.02
347,Teguldet,RU,2022-10-15 17:03:22,57.3064,88.1667,29.59,88,70,5.03
348,Baykit,RU,2022-10-15 17:03:22,61.67,96.37,29.61,86,86,1.77
349,Meadow Lake,US,2022-10-15 17:02:28,34.8014,-106.5436,71.62,50,95,4.97
350,Cervo,ES,2022-10-15 17:03:23,43.6702,-7.4101,59.97,93,100,2.55
351,Hoa Binh,VN,2022-10-15 17:03:23,20.8133,105.3383,70.83,58,90,2.98
352,Urucui,BR,2022-10-15 17:03:23,-7.2294,-44.5561,104.09,17,23,9.19
353,Sistranda,NO,2022-10-15 17:03:24,63.7256,8.834,42.76,69,27,7.94
354,Gat,IL,2022-10-15 17:03:24,31.61,34.7642,76.41,100,7,6.6
355,Darhan,MN,2022-10-15 17:03:24,49.4867,105.9228,31.8,55,81,3.15
356,Alice Springs,AU,2022-10-15 17:00:17,-23.7,133.8833,60.35,82,97,10.36
357,Terrak,NO,2022-10-15 17:03:25,65.087,12.3715,46.27,94,98,7.05
358,Lufilufi,WS,2022-10-15 17:03:25,-13.8745,-171.5986,76.78,77,24,17.0
359,Obera,AR,2022-10-15 17:03:26,-27.4871,-55.1199,69.78,81,99,2.89
360,Misratah,LY,2022-10-15 17:03:26,32.3754,15.0925,75.36,67,19,11.86
361,Oussouye,SN,2022-10-15 17:03:26,12.485,-16.5469,84.78,71,76,8.46
362,Waingapu,ID,2022-10-15 17:03:26,-9.6567,120.2641,80.13,79,91,5.95
363,Beloha,MG,2022-10-15 17:03:27,-25.1667,45.05,70.09,82,0,6.26
364,Staunton,US,2022-10-15 17:01:13,38.1496,-79.0717,71.69,41,0,17.27
365,Moussoro,TD,2022-10-15 17:03:27,13.6408,16.4901,93.87,14,10,8.99
366,Chuy,UY,2022-10-15 17:03:27,-33.6971,-53.4616,62.28,62,96,14.67
367,Alofi,NU,2022-10-15 17:03:28,-19.0595,-169.9187,77.56,83,6,12.88
368,Mayo,US,2022-10-15 17:04:28,38.8876,-76.5119,75.11,55,0,18.99
369,Alyangula,AU,2022-10-15 17:04:29,-13.8483,136.4192,80.71,78,67,6.29
370,Kastamonu,TR,2022-10-15 17:04:29,41.5,33.6667,55.47,60,100,3.11
371,Beyneu,KZ,2022-10-15 17:04:29,45.3167,55.2,57.99,68,100,8.77
372,Khasan,RU,2022-10-15 17:04:29,42.4308,130.6434,54.79,71,54,3.67
373,Luba,GQ,2022-10-15 17:04:30,3.4568,8.5547,77.2,87,100,5.64
374,Kristinehamn,SE,2022-10-15 17:04:30,59.3098,14.1081,48.76,93,57,4.97
375,Ouidah,BJ,2022-10-15 17:04:31,6.3631,2.0851,79.9,84,99,9.06
376,Velikiy Ustyug,RU,2022-10-15 17:04:31,60.7644,46.3106,41.67,97,99,4.41
377,Dubbo,AU,2022-10-15 17:04:31,-32.25,148.6167,46.53,93,3,9.22
378,Wanning,CN,2022-10-15 17:04:32,18.8003,110.3967,72.9,84,63,7.63
379,Ekuvukeni,ZA,2022-10-15 17:04:32,-28.4675,30.1551,63.61,79,65,9.04
380,Saint-Leu,RE,2022-10-15 17:04:32,-21.15,55.2833,73.96,100,97,7.65
381,Acajutla,SV,2022-10-15 17:04:33,13.5928,-89.8275,84.4,69,32,4.07
382,Yar-Sale,RU,2022-10-15 17:04:33,66.8333,70.8333,38.28,83,99,3.4
383,Klaksvik,FO,2022-10-15 17:04:33,62.2266,-6.589,41.92,81,99,16.78
384,Los Llanos De Aridane,ES,2022-10-15 17:04:34,28.6585,-17.9182,72.12,74,40,11.5
385,Makakilo City,US,2022-10-15 17:04:34,21.3469,-158.0858,73.72,82,0,4.61
386,Galesong,ID,2022-10-15 17:04:34,-5.3166,119.3661,77.02,79,100,5.19
387,Mangrol,IN,2022-10-15 17:04:35,21.1167,70.1167,82.36,58,11,5.91
388,Inirida,CO,2022-10-15 17:04:35,3.8653,-67.9239,91.74,53,63,1.88
389,Marzuq,YE,2022-10-15 17:04:35,14.4,46.4667,73.92,52,21,5.66
390,Tanout,NE,2022-10-15 17:04:36,14.9709,8.8879,91.89,9,25,9.46
391,Gamba,GA,2022-10-15 17:04:36,-2.65,10.0,76.68,81,100,7.0
392,Houma,US,2022-10-15 17:00:33,29.5958,-90.7195,82.99,67,2,6.91
393,Ulladulla,AU,2022-10-15 17:04:37,-35.35,150.4667,50.4,82,87,5.23
394,Itapaci,BR,2022-10-15 17:04:37,-14.9508,-49.5494,100.24,14,54,7.56
395,Merritt Island,US,2022-10-15 17:00:02,28.5392,-80.672,87.04,63,39,5.01
396,Porto Novo,BJ,2022-10-15 17:04:38,6.4965,2.6036,78.49,85,100,5.1
397,Penapolis,BR,2022-10-15 17:04:04,-21.4197,-50.0775,91.9,30,72,8.99
398,Manzhouli,CN,2022-10-15 17:04:38,49.6,117.4333,33.62,50,96,18.19
399,Marawi,PH,2022-10-15 17:04:39,7.9986,124.2928,70.79,91,100,3.65
400,Rio Gallegos,AR,2022-10-15 17:04:39,-51.6226,-69.2181,59.05,13,0,11.5
401,Pasighat,IN,2022-10-15 17:04:39,28.0667,95.3333,71.82,91,1,3.4
402,Meulaboh,ID,2022-10-15 17:04:40,4.1363,96.1285,75.43,90,100,4.94
403,Nyurba,RU,2022-10-15 17:04:40,63.2842,118.3319,26.24,90,96,7.27
404,Opatija,HR,2022-10-15 17:04:41,45.3392,14.3083,65.08,80,58,1.05
405,Bicaz,RO,2022-10-15 17:04:41,46.9167,26.0667,48.22,79,76,2.95
406,Puerto Quijarro,BO,2022-10-15 17:04:42,-17.7833,-57.7667,96.93,36,87,4.88
407,Tual,ID,2022-10-15 17:04:42,-5.6667,132.75,83.64,75,97,8.28
408,Kavieng,PG,2022-10-15 17:04:42,-2.5744,150.7967,82.24,77,35,11.88
409,Swan Hill,AU,2022-10-15 17:04:43,-35.3378,143.5544,50.67,79,90,1.86
410,Zhigansk,RU,2022-10-15 17:04:43,66.7697,123.3711,18.05,94,99,10.49
411,Kijang,KR,2022-10-15 17:04:43,35.2442,129.2139,62.1,82,4,7.92
412,Mount Isa,AU,2022-10-15 17:04:44,-20.7333,139.5,78.57,47,6,6.91
413,Pingshan,CN,2022-10-15 17:04:44,22.9938,114.7131,71.53,51,100,4.83
414,Redmond,US,2022-10-15 17:00:53,47.674,-122.1215,64.42,70,6,3.53
415,Carbonia,IT,2022-10-15 17:04:44,39.1672,8.5222,76.01,84,6,5.03
416,Molchanovo,RU,2022-10-15 17:05:45,57.5817,83.7692,31.21,80,96,3.62
417,Sibolga,ID,2022-10-15 17:05:45,1.7427,98.7792,73.8,97,100,2.44
418,Sitka,US,2022-10-15 17:05:45,57.0531,-135.33,58.89,82,100,13.8
419,San Gabriel,US,2022-10-15 17:05:46,34.0961,-118.1058,67.77,90,100,3.0
420,Ampanihy,MG,2022-10-15 17:05:46,-24.7,44.75,72.27,75,59,8.97
421,Haicheng,CN,2022-10-15 17:03:55,40.8516,122.7475,54.48,86,83,7.7
422,Kysyl-Syr,RU,2022-10-15 17:05:47,63.8986,122.7617,25.16,93,100,4.68
423,Nong Bua,TH,2022-10-15 17:05:47,15.8646,100.5858,68.7,97,100,3.06
424,Portland,US,2022-10-15 17:03:31,45.5234,-122.6762,77.05,50,0,11.99
425,Lichinga,MZ,2022-10-15 17:05:47,-13.3128,35.2406,70.27,35,31,1.68
426,Vardo,NO,2022-10-15 17:05:48,70.3705,31.1107,40.98,87,100,9.22
427,Kentau,KZ,2022-10-15 17:05:48,43.5206,68.5094,61.07,33,80,7.4
428,Ryde,GB,2022-10-15 17:05:48,50.73,-1.1621,59.61,87,100,11.99
429,Aksu,CN,2022-10-15 17:05:49,41.1231,80.2644,57.76,20,6,2.77
430,Posevnaya,RU,2022-10-15 17:05:49,54.3006,83.3297,38.53,65,89,5.66
431,Auki,SB,2022-10-15 17:05:49,-8.7676,160.7034,75.87,85,82,3.58
432,Saqqez,IR,2022-10-15 17:05:50,36.2499,46.2735,61.47,30,87,4.03
433,San Cristobal,VE,2022-10-15 17:05:50,7.7669,-72.225,80.78,48,98,6.24
434,Maymyo,MM,2022-10-15 17:05:50,22.0333,96.4667,66.11,92,82,2.84
435,Fereydun Kenar,IR,2022-10-15 17:05:51,36.6864,52.5225,73.13,64,11,3.58
436,Aberdeen,GB,2022-10-15 17:05:51,57.1437,-2.0981,49.5,83,75,11.5
437,Koutiala,ML,2022-10-15 17:05:51,12.3917,-5.4642,86.99,50,79,9.95
438,Taft,IR,2022-10-15 17:05:52,31.7471,54.2088,71.55,13,0,6.91
439,Pag,HR,2022-10-15 17:05:52,44.445,15.0575,64.98,67,9,1.92
440,Xining,CN,2022-10-15 17:05:52,36.6167,101.7667,40.73,53,51,0.67
441,Oum Hadjer,TD,2022-10-15 17:05:53,13.2954,19.6966,93.09,21,25,2.1
442,Araouane,ML,2022-10-15 17:05:53,18.9048,-3.5265,100.02,9,83,1.14
443,Kedougou,SN,2022-10-15 17:05:53,12.5579,-12.1743,77.74,85,100,3.53
444,Kemi,FI,2022-10-15 17:05:54,65.8596,24.8228,49.77,87,100,10.36
445,Punta Umbria,ES,2022-10-15 17:05:54,37.1821,-6.9661,73.24,50,0,6.98
446,Manaus,BR,2022-10-15 17:02:44,-3.1019,-60.025,73.9,100,75,4.61
447,Tondano,ID,2022-10-15 17:05:54,1.3038,124.9112,69.89,91,98,2.15
448,Hashtrud,IR,2022-10-15 17:05:55,37.4779,47.0508,60.82,31,100,2.8
449,Mantua,IT,2022-10-15 17:01:40,45.1667,10.7833,69.1,77,46,5.21
450,Lazaro Cardenas,MX,2022-10-15 17:05:55,17.9583,-102.2,83.08,79,12,2.55
451,Glendive,US,2022-10-15 17:01:51,47.1053,-104.7125,51.49,83,100,14.97
452,Buraydah,SA,2022-10-15 17:05:55,26.326,43.975,82.02,14,0,9.17
453,Yumen,CN,2022-10-15 17:05:56,40.2833,97.2,47.64,27,8,7.56
454,Sydney,AU,2022-10-15 17:01:31,-33.8679,151.2073,60.64,83,93,4.61
455,Ambon,ID,2022-10-15 17:05:56,-3.6954,128.1814,77.14,94,40,5.75
456,Tianpeng,CN,2022-10-15 17:05:57,30.9866,103.9393,65.71,69,80,4.23
457,Saravan,AM,2022-10-15 17:05:57,39.7196,45.6483,55.26,55,100,4.74
458,Tiznit,MA,2022-10-15 17:05:57,29.5833,-9.5,82.35,25,84,7.92
459,Kawalu,ID,2022-10-15 17:05:58,-7.3817,108.2082,72.19,97,100,0.67
460,Bani Walid,LY,2022-10-15 17:05:58,31.7566,13.9942,75.11,52,28,14.18
461,Marystown,CA,2022-10-15 17:05:58,47.1666,-55.1483,57.81,60,99,7.7
462,Chernyshevskiy,RU,2022-10-15 17:05:58,63.0128,112.4714,27.75,95,100,8.9
463,Stromness,GB,2022-10-15 17:06:59,58.965,-3.296,48.87,75,82,14.0
464,Maceio,BR,2022-10-15 17:06:55,-9.6658,-35.7353,78.24,83,75,8.05
465,Chegdomyn,RU,2022-10-15 17:06:59,51.1167,133.0167,39.74,71,100,4.27
466,Pindiga,NG,2022-10-15 17:07:00,9.9833,10.9333,80.11,50,97,3.74
467,Perpignan,FR,2022-10-15 17:07:00,42.75,2.75,68.74,84,75,8.05
468,Vostok,RU,2022-10-15 17:07:00,46.4856,135.8833,41.58,92,16,5.06
469,Port Lincoln,AU,2022-10-15 17:07:01,-34.7333,135.8667,51.75,78,65,0.45
470,Barra Patuca,HN,2022-10-15 17:07:01,15.8,-84.2833,84.51,73,72,3.78
471,Golden,US,2022-10-15 17:07:01,39.7555,-105.2211,62.08,39,20,5.75
472,Nosy Varika,MG,2022-10-15 17:07:01,-20.5833,48.5333,70.18,75,45,7.85
473,Kavaratti,IN,2022-10-15 17:07:02,10.5669,72.642,82.13,70,99,0.13
474,Santa Cruz Del Sur,CU,2022-10-15 17:07:02,20.7147,-77.9956,85.6,64,99,4.18
475,Ust-Ilimsk,RU,2022-10-15 17:07:03,58.0006,102.6619,27.21,93,67,3.87
476,Kalmunai,LK,2022-10-15 17:07:03,7.4167,81.8167,79.59,79,100,7.29
477,Zabid,YE,2022-10-15 17:07:04,14.1951,43.3152,86.86,58,3,5.88
478,Kendari,ID,2022-10-15 17:07:04,-3.945,122.4989,75.27,94,100,2.93
479,Yaan,NG,2022-10-15 17:07:04,7.3833,8.5667,77.7,84,78,1.68
480,Saint Andrews,US,2022-10-15 17:07:05,34.0454,-81.1293,77.32,37,20,9.22
481,Ugoofaaru,MV,2022-10-15 17:07:06,5.6667,73.0,81.32,81,43,16.71
482,Najran,SA,2022-10-15 17:07:06,17.4924,44.1277,72.99,16,5,6.89
483,Weligama,LK,2022-10-15 17:07:07,5.9667,80.4167,76.75,91,85,5.19
484,Tessalit,ML,2022-10-15 17:03:45,20.1986,1.0114,94.17,7,1,11.52
485,Bunda,TZ,2022-10-15 17:07:07,-2.05,33.8667,74.25,53,98,4.32
486,Aklavik,CA,2022-10-15 17:07:07,68.2191,-135.0107,21.02,68,0,9.42
487,Cabra,ES,2022-10-15 17:07:08,37.4725,-4.4421,79.25,28,0,10.38
488,Brigantine,US,2022-10-15 17:07:08,39.4101,-74.3646,71.04,50,0,14.97
489,Deniliquin,AU,2022-10-15 17:07:09,-35.5333,144.9667,46.11,92,5,5.01
490,Basti,IN,2022-10-15 17:07:09,26.8,82.7167,73.35,65,0,3.87
491,La Paz,BO,2022-10-15 17:07:09,-16.5,-68.15,58.98,44,75,6.91
492,Pemba,MZ,2022-10-15 17:07:10,-12.974,40.5178,76.48,75,0,14.99
493,Berlevag,NO,2022-10-15 17:03:13,70.8578,29.0864,37.4,87,100,5.75
494,Ponta Delgada,PT,2022-10-15 17:07:10,37.7333,-25.6667,70.52,64,40,14.97
495,Tshane,BW,2022-10-15 17:07:10,-24.0196,21.8684,85.46,12,74,10.07
496,Puli,TW,2022-10-15 17:07:11,23.9664,120.9695,76.23,83,100,5.75
497,Mwense,ZM,2022-10-15 17:07:11,-10.3845,28.698,81.93,16,56,3.8
498,Dhidhdhoo,MV,2022-10-15 17:07:12,6.8833,73.1,81.19,78,88,13.85
499,Praia,CV,2022-10-15 17:07:12,14.9215,-23.5087,81.14,69,40,19.57
500,Atikokan,CA,2022-10-15 17:07:12,48.7555,-91.6216,35.1,95,100,5.66
501,North Bend,US,2022-10-15 17:07:13,43.4065,-124.2243,51.71,100,75,4.61
502,Port-Cartier,CA,2022-10-15 17:03:45,50.0334,-66.8654,47.75,98,100,18.95
503,Muroto,JP,2022-10-15 17:07:13,33.2833,134.15,71.65,71,2,5.59
504,Ust-Karsk,RU,2022-10-15 17:07:13,52.7011,118.8077,31.14,92,100,8.88
505,Vranje,RS,2022-10-15 17:07:14,42.5514,21.9003,54.34,65,57,2.82
506,Caravelas,BR,2022-10-15 17:07:14,-17.7125,-39.2481,81.28,58,67,10.2
507,Barinas,VE,2022-10-15 17:07:15,8.6226,-70.2075,88.29,54,11,7.49
508,Kupang,ID,2022-10-15 17:07:15,-10.1667,123.5833,80.64,79,43,9.66
509,Saurimo,AO,2022-10-15 17:07:15,-9.6608,20.3916,77.88,42,97,3.85
510,Shingu,JP,2022-10-15 17:07:16,33.7333,135.9833,66.29,89,3,4.45
511,Nadym,RU,2022-10-15 17:07:16,65.5333,72.5167,35.56,89,85,7.9
512,Torbay,CA,2022-10-15 17:08:16,47.6666,-52.7314,61.88,83,95,4.0
513,Touros,BR,2022-10-15 17:08:17,-5.1989,-35.4608,84.25,61,89,19.46
514,Villa Rica,US,2022-10-15 17:05:19,33.7321,-84.9191,78.78,52,0,6.33
515,Mugur-Aksy,RU,2022-10-15 17:08:17,50.35,90.5,26.62,48,5,4.7
516,El Fuerte,MX,2022-10-15 17:08:17,26.4189,-108.6194,83.86,61,85,10.98
517,Babushkin,RU,2022-10-15 17:08:18,51.7122,105.8647,34.23,72,97,10.96
518,Turan,VN,2022-10-15 17:08:18,16.0678,108.2208,76.98,94,75,3.44
519,Jackson,US,2022-10-15 17:08:19,42.4165,-122.8345,69.39,46,0,0.0
520,Hay River,CA,2022-10-15 17:08:19,60.8156,-115.7999,32.67,60,100,2.66
521,Bairiki,KI,2022-10-15 17:08:19,1.3292,172.9752,80.6,83,40,10.36
522,Lasa,IT,2022-10-15 17:08:20,46.6166,10.7002,57.36,95,94,1.77
523,Yartsevo,RU,2022-10-15 17:08:20,55.0667,32.6964,40.75,86,26,5.82
524,Koshurnikovo,RU,2022-10-15 17:08:20,54.1667,93.3,28.29,71,5,4.21
525,Sakakah,SA,2022-10-15 17:08:21,29.9697,40.2064,83.66,16,23,3.4
526,Kayerkan,RU,2022-10-15 17:08:21,69.3497,87.7602,32.52,100,100,19.44
527,Cascais,PT,2022-10-15 17:08:21,38.6979,-9.4215,70.97,72,20,10.0
528,Vytegra,RU,2022-10-15 17:08:22,61.0064,36.4481,47.53,85,95,6.22
529,Aykhal,RU,2022-10-15 17:08:22,66.0,111.5,14.14,97,99,3.89
530,Henties Bay,NA,2022-10-15 17:08:22,-22.116,14.2845,59.58,85,39,5.68
531,Axim,GH,2022-10-15 17:08:23,4.8699,-2.2405,79.83,76,67,10.83
532,Sabha,LY,2022-10-15 17:08:23,27.0377,14.4283,78.04,24,0,10.8
533,Limulunga,ZM,2022-10-15 17:08:23,-15.0969,23.1376,82.71,12,12,7.23
534,Chabahar,IR,2022-10-15 17:08:24,25.2919,60.643,81.14,67,0,7.05
535,Ola,RU,2022-10-15 17:08:24,59.5833,151.2833,21.22,66,22,9.04
536,Faya,SA,2022-10-15 17:08:25,18.3851,42.4509,63.12,55,1,4.09
537,Kinel-Cherkassy,RU,2022-10-15 17:08:25,53.4706,51.4743,43.7,71,100,6.73
538,Batemans Bay,AU,2022-10-15 17:08:25,-35.7167,150.1833,58.1,95,91,6.38
539,Parrita,CR,2022-10-15 17:08:26,9.5201,-84.3225,81.88,79,43,8.05
540,Naberera,TZ,2022-10-15 17:08:26,-4.2,36.9333,68.04,56,61,10.38
541,Sioux Lookout,CA,2022-10-15 17:08:27,50.1001,-91.917,35.67,100,100,5.75
542,Tommot,RU,2022-10-15 17:08:27,58.9564,126.2925,21.49,99,100,2.51
543,Kargasok,RU,2022-10-15 17:08:27,59.0556,80.8572,31.96,79,98,5.97
544,Fukagawa,JP,2022-10-15 17:08:28,43.7081,142.0392,49.86,96,6,1.88
545,Port-Gentil,GA,2022-10-15 17:08:28,-0.7193,8.7815,78.76,83,40,4.61
546,Zalantun,CN,2022-10-15 17:08:28,48.0,122.7167,39.34,35,0,16.02
547,Brownwood,US,2022-10-15 17:08:29,31.7093,-98.9912,86.0,63,72,16.98
548,Mackenzie,CA,2022-10-15 17:08:29,55.2999,-123.1698,51.15,75,79,2.91
549,Tarakan,ID,2022-10-15 17:08:29,3.3,117.6333,76.5,94,75,3.44
550,Jiuquan,CN,2022-10-15 17:08:30,39.7432,98.5174,48.54,26,1,6.4
551,Pringsewu,ID,2022-10-15 17:08:30,-5.3582,104.9744,75.43,92,100,4.38
552,Thai Nguyen,VN,2022-10-15 17:08:30,21.5928,105.8442,71.38,61,69,4.9
553,Puerto Lumbreras,ES,2022-10-15 17:08:31,37.5633,-1.8097,73.98,43,25,5.61
554,Nara,JP,2022-10-15 17:08:31,34.6851,135.8049,65.5,65,0,2.15
555,Grootfontein,NA,2022-10-15 17:09:31,-19.5667,18.1167,76.93,38,100,26.19
556,Hokitika,NZ,2022-10-15 17:08:24,-42.7167,170.9667,50.49,87,96,1.43
557,Sept-Iles,CA,2022-10-15 17:08:03,50.2001,-66.3821,48.06,97,100,20.71
558,Roald,NO,2022-10-15 17:09:32,62.5833,6.1333,48.76,57,0,9.22
559,Mettur,IN,2022-10-15 17:09:32,11.8,77.8,77.04,85,92,0.47
560,San Ramon,US,2022-10-15 17:09:32,37.7799,-121.978,61.38,84,100,5.75
561,Santa Rosa,PH,2022-10-15 17:09:33,14.3122,121.1114,84.18,85,100,10.83
562,Kokopo,PG,2022-10-15 17:09:33,-4.352,152.2633,77.11,82,66,4.81
563,Constitucion,CL,2022-10-15 17:09:33,-35.3333,-72.4167,65.73,49,21,11.07
564,Broken Hill,AU,2022-10-15 17:05:30,-31.95,141.4333,60.15,53,48,6.04
565,Kenai,US,2022-10-15 17:09:34,60.5544,-151.2583,39.02,75,100,17.27
566,Geraldton,AU,2022-10-15 17:09:34,-28.7667,114.6,54.01,82,0,9.22
567,Te Anau,NZ,2022-10-15 17:09:34,-45.4167,167.7167,48.25,96,100,3.33
568,Chimbote,PE,2022-10-15 17:09:35,-9.0853,-78.5783,66.99,71,49,10.94
569,Kailua,US,2022-10-15 17:09:35,21.4022,-157.7394,75.18,90,72,9.31
570,Dera Bugti,PK,2022-10-15 17:09:35,29.0307,69.151,80.29,17,0,6.38
571,Ketchikan,US,2022-10-15 17:09:36,55.3422,-131.6461,55.87,100,100,5.75
572,Diamantino,BR,2022-10-15 17:09:36,-14.4086,-56.4461,100.04,24,41,4.0
573,Omsukchan,RU,2022-10-15 17:09:36,62.5333,155.8,-6.48,100,81,4.41
574,Hirara,JP,2022-10-15 17:09:37,24.8,125.2833,80.92,89,95,25.26
575,Irbeyskoye,RU,2022-10-15 17:09:37,55.6428,95.4522,30.16,83,13,3.8
576,Port Macquarie,AU,2022-10-15 17:09:37,-31.4333,152.9167,54.9,86,27,3.96
577,Chai Badan,TH,2022-10-15 17:09:38,15.2,101.1333,66.92,94,100,1.01
578,Kuah,MY,2022-10-15 17:09:38,6.3265,99.8432,82.47,76,90,17.07
579,Jabinyanah,TN,2022-10-15 17:09:38,35.035,10.9081,74.88,58,3,8.14
580,Fairbanks,US,2022-10-15 17:07:05,64.8378,-147.7164,29.23,70,100,4.61
581,Lalibela,ET,2022-10-15 17:09:39,12.0333,39.0333,61.79,51,85,8.41
582,Deputatskiy,RU,2022-10-15 17:09:39,69.3,139.9,3.09,92,85,5.19
583,Broome,US,2022-10-15 17:09:39,42.2506,-75.833,68.09,43,20,16.11
